Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,YrSold,SaleCondition,SalePrice,house_age,garage_age,renevated_age,Street_Pave,LotShape_Reg,LotShape_IR1,LotShape_IR2,LandContour_Lvl,LandContour_HLS,LandContour_Bnk,Utilities_AllPub,LandSlope_Gtl,LandSlope_Mod,Condition2_Norm,RoofStyle_Hip,RoofStyle_Gable,RoofMatl_CompShg,ExterQual_Ex,ExterQual_TA,ExterQual_Gd,ExterCond_TA,ExterCond_Gd,ExterCond_rare,Heating_GasA,Heating_rare,CentralAir_Y,KitchenQual_Gd,KitchenQual_TA,KitchenQual_Ex,PavedDrive_Y,PavedDrive_P,SaleType_New,SaleType_WD,SaleType_COD
1282,2.1912987626715945,3,-0.0,10.36334396726054,4,19,2,4,4,4.691017774856353,5,1990,1990,5,5,0,0,2,0,0,0,0,1053,0,0,26.882419001171343,1309,2,0,5.475649512871714,0,0,7.34595788909265,1,0,2,0,2,1,2.1056558032976715,4,1,0,0,0,0,2,184.8348505375304,0,0,0,58,0,0,90,0,1,0,4.96044842355471,2006,3,7.874664485751934,16,2006,16,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
1418,2.6619275300046503,3,0.12526717090386522,11.32455478396173,1,22,2,4,6,5.216462532231845,5,1998,1998,10,10,0,0,4,0,0,0,0,781,0,0,37.71712316886624,1284,4,0,5.463328934698827,1140,0,7.975408641568334,1,0,2,1,3,1,2.262532270964686,4,1,0,0,0,0,3,352.3190170590449,0,0,0,126,0,0,0,0,1,0,3.7473834983925416,2009,3,8.119326814740552,11,2009,11,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0
1197,2.6619275300046503,3,-0.0,11.104995087004916,1,13,2,4,6,4.691017774856353,5,2006,2006,10,10,0,0,4,0,0,0,0,0,0,0,49.68423593927753,879,4,0,5.235047584373516,984,0,7.689758448774912,0,0,2,1,4,1,2.5284593244581255,4,1,0,0,0,0,3,237.96232572810112,0,0,100,17,0,0,0,0,1,0,7.176056641871176,2006,4,7.95176162326879,0,2006,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0
1407,2.790604172924755,3,-0.0,10.42674879283425,2,15,2,4,2,3.575683699627382,7,1972,2007,5,1,0,0,2,0,0,0,0,656,0,0,17.569963561461257,768,2,0,5.156173636739324,0,0,6.768913273673243,1,0,1,0,2,1,1.9266282806280208,4,0,1,0,0,0,2,156.93972574047854,0,0,58,0,0,0,0,0,0,0,2.4230922351815942,2009,3,7.75398238565507,37,2009,2,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
534,2.1912987626715945,3,-0.0,9.73985714191966,1,4,2,4,4,0.8918818118922789,3,1946,1950,10,10,0,0,0,1,1,1,1,0,1,0,0.0,0,1,0,4.65086848112736,0,0,5.90877524278351,0,0,1,0,1,1,1.148369074630157,4,0,1,1,1,1,0,0.0,1,1,0,0,0,0,0,0,1,0,0.9064889818907199,2007,3,7.2383052849262,61,2006,57,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
675,2.1912987626715945,3,-0.0,10.54003003779923,1,8,2,4,4,4.145378141870959,6,1965,1965,5,5,0,0,2,0,0,0,0,892,0,0,26.236109023337377,1136,2,0,5.382615099725763,0,0,7.175074197417026,1,0,1,0,3,1,1.9266282806280208,4,1,0,0,0,0,1,153.04987883637892,0,0,426,0,0,0,0,0,1,0,4.96044842355471,2008,3,7.774636752415006,43,2008,43,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
82,2.9088588466912677,1,-0.0,9.603121705247796,3,9,2,3,4,4.145378141870959,5,1998,1998,10,10,0,0,4,0,0,0,0,1201,0,0,9.513400109821028,1237,4,0,5.4748091026039205,0,0,7.3444034606243624,1,0,2,0,2,1,1.9266282806280208,4,0,1,0,0,0,2,159.84254366186755,0,0,0,199,0,0,0,0,1,0,2.4230922351815942,2006,3,7.811502207487352,8,2006,8,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0
1221,2.1912987626715945,3,-0.0,10.321908801410276,1,8,2,4,4,3.575683699627382,5,1964,1964,2,2,0,0,2,0,0,0,0,312,0,600,0.0,912,2,0,5.256435948728967,0,0,6.947079105483748,0,0,1,0,2,1,1.9266282806280208,4,0,1,0,0,0,1,121.02163914432202,0,0,0,0,0,0,0,0,1,0,7.176056641871176,2006,0,7.694982080310384,42,2006,42,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
398,2.6619275300046503,3,-0.0,10.285954656027792,1,8,5,4,6,3.575683699627382,5,1962,1962,10,10,0,0,2,0,0,0,0,540,0,0,30.275415554915025,864,2,0,5.233060380557637,936,0,7.6608371281498115,0,0,2,0,4,1,2.402305914380073,4,1,0,0,0,0,1,112.71848151889007,0,0,0,168,0,0,0,0,1,0,4.96044842355471,2007,3,7.850917666487801,45,2007,45,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
268,2.745457219530438,3,-0.0,10.419690513001681,1,7,2,4,5,3.575683699627382,8,1939,1997,2,2,0,0,4,0,0,0,0,378,0,0,31.108982498292512,720,4,0,5.338729209075586,720,420,7.8593047298631475,0,0,2,1,4,1,2.402305914380073,4,1,0,0,0,0,1,104.27195617018407,0,0,262,24,0,0,0,0,1,0,4.96044842355471,2008,3,7.87356789117878,69,2008,11,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
387,2.590721978337994,3,-0.0,10.42126218089491,3,3,1,4,1,3.575683699627382,3,1910,1996,2,10,0,0,4,0,0,0,0,0,0,0,43.08353640347112,658,2,0,5.0648219576129465,526,0,7.218072216545256,0,0,1,0,5,1,2.402305914380073,4,0,1,1,1,1,0,0.0,1,1,0,151,0,0,0,0,1,0,3.7473834983925416,2006,1,7.550038124634536,96,2005,10,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
1267,3.0531630019714537,1,-0.0,10.666472166201736,1,5,1,0,5,4.691017774856353,4,1910,1950,2,2,0,0,2,0,0,0,0,0,0,0,50.94328306986248,925,2,0,5.288499714898932,925,0,7.704201194986898,0,0,1,1,4,2,2.5284593244581255,4,1,0,0,0,0,1,127.84165049337814,0,0,0,0,264,0,0,0,0,0,0.9064889818907199,2007,3,7.719035964291621,97,2007,57,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
133,2.1912987626715945,3,-0.0,10.250448754136992,2,8,2,4,4,3.575683699627382,6,1959,2002,3,3,0,0,2,0,0,0,0,405,0,0,43.08353640347112,1063,3,0,5.47058660148934,0,0,7.336596494254332,1,0,1,0,3,1,2.262532270964686,4,0,1,0,0,0,2,227.3383286074287,0,0,0,0,0,0,0,0,1,0,4.96044842355471,2007,3,7.804283413131601,48,2007,5,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
266,2.1912987626715945,3,-0.0,10.903433270140388,1,12,2,4,4,4.145378141870959,6,1981,1981,3,3,0,0,2,0,0,0,0,588,0,228,41.36593439901135,1422,2,0,5.509380717250154,0,0,7.408511620649085,0,0,2,0,3,1,2.262532270964686,4,1,0,0,0,0,2,212.99080686304876,0,0,276,0,0,0,0,0,0,0,4.365114541453666,2008,3,7.8646749035020616,27,2008,27,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0
944,2.81082143508862,3,-0.0,11.884942837279748,1,9,2,2,4,3.575683699627382,4,1967,1967,5,7,0,0,2,0,0,0,0,0,0,0,67.20783131526703,1632,2,0,5.586033280866577,0,0,7.55186705143491,0,0,2,0,4,2,2.402305914380073,4,0,1,0,0,0,2,212.99080686304876,0,0,0,0,0,0,0,0,1,0,4.365114541453666,2007,3,7.783150508100215,40,2007,40,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
1204,2.1912987626715945,3,-0.0,10.617015337307704,1,15,2,4,4,4.691017774856353,5,2000,2001,10,10,0,0,4,0,0,0,0,0,0,0,67.16780219254545,1630,4,0,5.585354566349127,0,0,7.550590297478466,0,0,2,0,3,1,2.1056558032976715,4,1,0,0,0,0,2,174.4963135204254,0,0,74,234,0,0,0,0,1,0,6.642849564657093,2009,3,7.940591677421128,9,2009,8,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0
89,2.590721978337994,0,-0.0,10.430654326692117,2,0,1,4,1,2.339942901158811,2,1915,1982,7,7,0,0,2,0,0,0,0,0,0,0,53.26288988674668,1013,2,0,5.3170502894188045,0,513,7.481958579217647,0,0,1,0,2,1,2.1056558032976715,4,0,1,1,1,1,0,0.0,1,1,0,0,156,0,0,0,0,0,6.642849564657093,2009,0,7.570204844800753,94,2008,27,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1413,2.81082143508862,3,-0.0,10.216548083166595,1,8,2,2,4,2.976538372217317,5,1949,1950,8,4,0,0,0,1,1,1,1,0,1,0,0.0,0,1,0,5.332152398623241,0,0,7.083379008715699,0,0,2,0,2,2,2.1056558032976715,4,0,1,0,0,0,2,164.65379278874116,0,0,0,0,0,0,0,0,1,0,4.365114541453666,2009,3,7.59402199222876,60,2009,59,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
566,2.72005070250789,3,-0.0,10.15261729097565,2,7,2,4,6,4.145378141870959,4,1915,1950,2,2,0,0,4,0,0,0,0,0,0,0,47.612518962685144,806,2,0,5.209318751007628,806,0,7.561393430094236,1,0,1,1,4,1,2.1056558032976715,4,0,1,0,0,0,1,95.66487564479634,0,0,0,66,136,0,0,0,1,0,3.7473834983925416,2010,3,7.7384991878118745,95,2010,60,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
1131,2.590721978337994,3,-0.0,10.322584498761708,1,7,2,4,1,2.976538372217317,3,1928,1950,1,7,0,0,1,0,0,0,0,622,0,0,37.605190598106034,1122,2,0,5.471010394125397,653,0,7.753765819490811,1,0,2,0,4,1,2.262532270964686,2,2,0,0,0,0,2,212.99080686304876,0,0,431,44,0,0,0,0,0,0,7.697928426262871,2009,3,7.760000934281411,81,2009,59,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
295,2.1912987626715945,3,-0.0,10.59644520762974,1,8,2,4,4,4.145378141870959,5,1953,1953,5,5,0,0,2,0,0,0,0,1285,0,0,19.066374930904384,1416,2,0,5.590086809377964,0,0,7.5594950715689615,1,0,1,0,3,1,2.262532270964686,4,2,0,0,0,0,2,164.0141863386533,0,0,110,0,0,0,0,0,1,0,6.642849564657093,2009,3,7.845029943303679,56,2009,56,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
262,2.6619275300046503,3,-0.0,10.594786166562061,1,15,2,4,6,5.216462532231845,5,2007,2007,9,9,0,0,4,0,0,0,0,0,0,0,64.13011704023096,1482,4,0,5.532467443400671,1092,0,8.026949595553885,0,0,2,1,3,1,2.643499200247638,4,1,0,0,0,0,3,297.40486797625016,0,0,0,148,0,0,0,0,1,0,7.176056641871176,2007,4,8.040415740397332,0,2007,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0
1264,2.72005070250789,3,-0.0,11.052539710497763,1,4,2,4,6,4.145378141870959,6,1919,1950,2,2,0,0,4,0,0,0,0,0,0,0,46.37542942311336,764,4,0,5.343068941898288,764,0,7.667714276816185,0,0,1,0,3,1,2.402305914380073,4,1,0,0,0,0,2,195.96302762885824,0,0,0,0,126,0,0,0,0,0,4.96044842355471,2007,3,7.875757804799969,88,2007,57,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
630,2.7688876429053644,3,-0.0,10.513863396176797,2,8,1,4,3,4.145378141870959,5,1964,1964,7,2,0,0,2,0,0,0,0,624,0,336,28.531662091523334,1248,2,0,5.480247688428666,0,0,7.354466218100336,1,0,1,1,3,1,2.1056558032976715,4,0,1,0,0,0,2,195.96302762885824,0,0,176,0,0,0,0,0,0,0,4.365114541453666,2008,3,7.848573871445031,44,2008,44,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
1432,2.9088588466912677,3,0.12526717090386522,9.721006621499257,1,10,2,3,4,4.145378141870959,6,1976,1976,7,7,0,0,2,0,0,0,0,958,0,0,0.0,958,2,0,5.2848964981226025,0,0,6.9981329550235,0,0,2,0,2,1,1.9266282806280208,4,0,1,0,0,0,2,171.01884976582272,0,0,0,60,0,0,0,0,1,0,6.642849564657093,2009,3,7.7852489035580525,33,2009,33,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
1415,2.590721978337994,3,-0.0,11.00593839517526,1,4,2,4,1,4.145378141870959,7,1923,2000,2,2,0,0,1,0,0,0,0,0,0,0,48.38988526480893,833,3,0,5.33927361923409,795,0,7.681334687589863,0,0,1,1,4,1,2.402305914380073,4,1,0,0,0,0,2,148.482650633756,0,0,0,0,0,0,220,0,1,0,4.365114541453666,2008,3,7.929461213823641,85,2008,8,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
406,2.1912987626715945,3,0.12526717090386522,10.649431047292955,2,6,1,4,4,2.976538372217317,4,1976,1993,7,7,0,0,2,0,0,0,0,1116,0,0,21.48306324280344,1281,4,0,5.58194745752842,0,0,7.544183082850622,1,0,2,0,3,1,2.402305914380073,3,1,0,0,0,0,2,186.70008828681972,0,0,120,78,0,0,0,0,0,0,4.365114541453666,2009,3,7.802290022032452,33,2009,16,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
357,2.1912987626715945,3,0.12526717090386522,10.546924021868858,1,13,2,4,4,4.145378141870959,6,1992,1992,5,5,0,0,4,0,0,0,0,560,0,0,41.09487657325055,1158,3,0,5.3979328566553235,0,0,7.203045141281007,1,0,2,0,3,1,2.1056558032976715,4,0,1,0,0,0,2,158.2313840348364,0,0,120,26,0,0,0,0,1,0,4.96044842355471,2009,3,7.859005225046976,17,2009,17,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
240,2.590721978337994,3,-0.0,10.472287793494782,1,3,2,4,1,4.145378141870959,4,1945,1950,10,10,0,0,2,0,0,0,0,94,0,0,42.53016424478049,735,2,0,5.178647365953039,689,0,7.455016090173726,0,0,1,1,3,1,2.262532270964686,4,1,0,0,0,0,1,97.11138517827446,0,0,0,140,0,0,0,0,0,0,3.102416055066029,2010,3,7.687819076549324,65,2010,60,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
885,2.1912987626715945,3,-0.0,10.207387525332802,1,8,2,4,4,3.575683699627382,5,1967,1967,5,5,0,0,2,0,0,0,0,432,0,0,36.07749449468617,892,2,0,5.243575076520901,0,0,6.924078815977418,0,0,1,0,3,1,1.9266282806280208,4,0,1,0,0,0,1,121.02163914432202,0,0,0,0,0,0,0,0,0,0,4.96044842355471,2009,3,7.63765083997553,42,2009,42,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
1429,2.3766582159439187,1,-0.0,10.216548083166595,2,5,2,4,4,3.575683699627382,7,1940,1992,3,3,0,0,2,0,0,0,0,510,0,0,28.027139148899423,788,2,0,5.183032694492959,0,0,6.816386150102462,1,0,1,0,2,1,1.7177156930399196,4,2,0,0,0,0,1,104.27195617018407,0,0,0,0,154,0,0,0,0,0,1.6980311576773022,2010,0,7.708914009325384,70,2010,18,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0
1454,2.1912987626715945,3,-0.0,11.378292987424627,1,9,2,4,4,3.575683699627382,5,2006,2006,10,10,0,0,4,0,0,0,0,0,0,0,56.43015451012504,1140,4,0,5.384616760702649,0,0,7.178725675976217,0,0,1,0,3,1,2.1056558032976715,4,0,1,1,1,1,0,0.0,1,1,36,56,0,0,0,0,1,0,4.96044842355471,2006,0,7.567740542170528,0,2005,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
896,2.6619275300046503,3,-0.0,10.189996361416673,1,8,2,4,6,4.145378141870959,5,1963,1963,5,5,0,0,2,0,0,0,0,400,0,0,32.79586561409605,780,2,0,5.299752291732772,813,0,7.651596844305584,1,0,1,1,4,1,2.402305914380073,4,1,0,0,0,0,2,184.52355538028922,0,0,0,50,0,0,0,0,1,0,6.642849564657093,2008,3,7.774636752415006,45,2008,45,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
989,2.6619275300046503,3,0.12526717090386522,10.898562776268074,1,12,2,4,6,4.145378141870959,6,1976,1976,7,7,0,0,2,0,0,0,0,156,0,0,44.168074688854816,848,2,0,5.373512526924353,912,0,7.779238382775858,0,0,2,1,4,1,2.402305914380073,4,1,0,0,0,0,2,205.42955883549678,0,0,0,224,0,0,0,0,1,0,4.365114541453666,2007,3,7.906119047502683,31,2007,31,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
1443,2.6619275300046503,4,-0.0,10.77775857669958,1,18,2,4,6,6.217642664357858,5,2008,2008,10,10,0,0,4,0,0,0,0,765,0,0,26.6687904574143,1017,4,0,5.324375189187558,981,0,7.767358873547325,1,0,2,1,3,1,2.643499200247638,4,1,0,0,0,0,3,281.69493755987685,0,0,168,52,0,0,0,0,1,0,3.102416055066029,2009,3,8.084529888977745,1,2009,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0
1002,2.3766582159439187,3,-0.0,9.840018894396097,2,5,2,4,4,3.575683699627382,6,1920,1950,2,2,0,0,1,0,0,0,0,0,0,0,44.13658331667594,691,4,0,5.093859733391522,0,0,6.659484082810481,0,0,1,0,2,1,1.7177156930399196,4,0,1,0,0,0,1,95.66487564479634,0,0,0,20,94,0,0,0,1,0,0.9064889818907199,2007,0,7.575086953347364,87,2007,57,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
454,2.6619275300046503,4,-0.0,10.510924816242039,1,18,2,4,6,5.216462532231845,5,2008,2008,10,10,0,0,4,0,0,0,0,0,0,0,46.49477033288832,768,4,0,5.169769024647147,804,0,7.524722899920665,0,0,2,1,3,1,2.1056558032976715,4,0,1,0,0,0,2,242.64879526410587,0,0,0,30,0,0,0,0,1,0,4.365114541453666,2009,3,7.935069256648577,1,2009,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0
111,2.590721978337994,3,-0.0,10.58604305244909,1,3,2,4,1,4.145378141870959,4,1954,1972,2,2,0,0,2,0,0,0,0,444,0,0,39.42674399879309,994,3,0,5.421271078166845,639,0,7.685274200646006,0,0,2,0,4,1,2.262532270964686,4,0,1,0,0,0,1,133.5732588912801,0,0,182,0,0,0,0,0,1,0,6.642849564657093,2006,3,7.765630270663617,52,2006,34,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
1190,2.6619275300046503,3,-0.0,10.270249719167625,1,13,2,4,6,4.691017774856353,5,1999,1999,10,10,0,0,4,0,0,0,0,0,0,0,52.77136566287786,994,3,0,5.325493204533467,776,0,7.656227168084928,0,0,2,1,3,1,2.262532270964686,4,1,0,0,0,0,2,171.652322393731,0,0,140,60,0,0,0,0,1,0,4.365114541453666,2010,3,7.893860707974293,11,2010,11,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
1241,2.6619275300046503,3,-0.0,10.381092716640845,1,15,2,4,6,4.691017774856353,5,2003,2003,10,10,0,0,4,0,0,0,0,550,0,0,30.741436568634473,884,4,0,5.238343388940037,884,0,7.6352277085032005,1,0,2,1,3,1,2.402305914380073,4,0,1,0,0,0,2,202.9964137872585,0,0,0,63,0,0,0,0,1,0,4.96044842355471,2008,3,7.9617010590419195,5,2008,5,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0
1170,2.6619275300046503,3,-0.0,12.376698089057369,4,22,2,4,6,6.217642664357858,5,1995,1996,5,5,0,0,4,0,0,0,0,1387,0,0,39.17714602483741,1930,4,0,5.6494233194342645,1796,0,8.385366344537136,1,0,3,1,4,1,2.643499200247638,4,1,0,0,0,0,3,280.28250939839313,0,0,361,76,0,0,0,0,1,0,4.96044842355471,2006,3,8.342580605785052,11,2006,10,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0
1147,2.1912987626715945,3,0.12526717090386522,10.80140308479,1,11,2,4,4,4.145378141870959,5,1985,1985,2,1,0,0,2,0,0,0,0,1258,0,0,10.090132270678119,1298,2,0,5.4581444184031245,0,0,7.313621236042046,1,0,2,0,3,1,1.9266282806280208,4,1,0,0,0,0,2,159.19853177585932,0,0,165,26,0,0,0,0,1,0,3.7473834983925416,2006,3,7.874664485751934,21,2006,21,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0
504,2.1912987626715945,3,-0.0,11.24546504600026,1,16,2,4,4,4.691017774856353,8,1959,1997,8,2,0,0,2,0,0,0,0,1247,0,0,26.775826205014653,1501,2,0,5.640357029712181,0,0,7.654493192720972,1,0,2,0,1,1,2.1056558032976715,4,2,0,0,0,0,2,184.8348505375304,0,0,0,54,0,0,161,0,0,0,2.4230922351815942,2010,3,8.057940443390335,51,2010,13,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
1450,3.03693751523262,1,-0.0,8.231014317077056,1,1,2,1,2,3.575683699627382,7,1970,1970,9,9,0,0,2,0,0,0,0,553,0,0,14.413683295499053,630,4,0,5.0389246004251085,0,0,6.563824123411319,1,0,1,0,1,1,1.4661423150921662,4,0,1,1,1,1,0,0.0,1,1,0,0,0,0,0,0,1,0,5.536868912037229,2006,0,7.603152470690845,36,2005,36,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0
1064,2.3766582159439187,1,-0.0,9.977529477987147,1,5,0,4,4,4.145378141870959,6,1925,1980,3,3,0,0,1,0,0,0,0,397,0,0,44.606455881644706,1103,3,0,5.3658054306471,0,0,7.144452739746442,0,0,1,0,2,1,1.9266282806280208,4,1,0,0,0,0,2,171.01884976582272,0,0,166,120,0,0,0,0,0,0,4.96044842355471,2006,3,7.678670863828509,81,2006,26,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0
712,2.590721978337994,0,-0.0,10.467892772069439,1,0,2,4,1,2.976538372217317,7,1900,1950,3,3,0,0,3,0,0,0,0,0,0,0,49.12598090484822,859,3,0,5.221659083396504,319,0,7.212793165064004,0,0,1,0,2,1,2.262532270964686,4,0,1,0,0,0,1,153.04987883637892,0,0,68,0,98,0,0,0,1,0,0.9064889818907199,2010,0,7.648931579415843,110,2010,60,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
802,2.3766582159439187,1,-0.0,9.686825874754094,1,0,2,4,4,2.976538372217317,7,1916,1990,3,3,0,0,2,0,0,0,0,197,0,0,52.90119182809273,1196,4,0,5.411870034921202,0,0,7.228551041264666,1,0,1,0,2,1,1.9266282806280208,4,0,1,0,0,0,2,171.01884976582272,0,0,0,0,0,0,0,0,1,0,4.96044842355471,2007,3,7.6764421157467835,91,2007,17,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
865,2.1912987626715945,4,-0.0,10.456919400604143,1,18,2,4,4,4.691017774856353,5,2007,2008,10,10,0,0,4,0,0,0,0,0,0,0,61.76698753481329,1372,4,0,5.489323954207711,0,0,7.371278131906323,0,0,2,0,3,1,2.1056558032976715,4,0,1,0,0,0,2,198.7220640336378,0,0,0,140,0,0,0,0,1,0,3.7473834983925416,2008,4,8.00342341244014,1,2008,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0
368,2.7688876429053644,3,-0.0,10.532811639858467,2,8,2,4,3,4.145378141870959,5,1962,1962,7,7,0,0,2,0,0,0,0,371,0,0,45.28616716106784,1099,3,0,5.512910025745143,0,0,7.415075234748487,0,1,1,0,3,1,2.1056558032976715,4,1,0,0,0,0,1,123.76000547428652,0,0,64,110,0,0,0,0,1,0,7.697928426262871,2008,3,7.840251008815148,46,2008,46,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
1445,2.1912987626715945,3,-0.0,10.435326248369586,3,15,2,4,4,4.691017774856353,5,2004,2004,10,10,0,0,4,0,0,0,0,0,0,0,62.85309333381516,1422,4,0,5.509380717250154,0,0,7.408511620649085,0,0,2,0,3,1,2.262532270964686,4,0,1,0,0,0,2,227.931525781101,0,0,192,60,0,0,0,0,1,0,7.176056641871176,2007,3,7.873787473044041,3,2007,3,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0
